195.711, 129.366, 8.333, 19.163 False
195.434, 129.370, 8.333, 19.196 False
195.156, 129.373, 8.333, 19.229 False
194.878, 129.377, 8.333, 19.262 False
194.600, 129.380, 8.333, 19.295 False
194.323, 129.383, 8.333, 19.328 False
194.045, 129.387, 8.333, 19.361 False
193.767, 129.390, 8.333, 19.394 False
193.490, 129.393, 8.333, 19.427 False
193.212, 129.397, 8.333, 19.460 False
192.934, 129.400, 8.333, 19.493 False
192.656, 129.403, 8.333, 19.526 False
192.379, 129.406, 8.333, 19.559 False
192.101, 129.410, 8.333, 19.592 False
191.823, 129.413, 8.333, 19.625 False
191.545, 129.416, 8.333, 19.658 False
191.268, 129.419, 8.333, 19.691 False
190.990, 129.422, 8.333, 19.724 False
190.712, 129.425, 8.333, 19.757 False
190.434, 129.428, 8.333, 19.790 False
190.157, 129.431, 8.333, 19.823 False
189.879, 129.435, 8.333, 19.856 False
189.601, 129.438, 8.333, 19.889 False
189.323, 129.441, 8.333, 19.922 False
189.046, 129.444, 8.333, 19.955 False
188.768, 129.446, 8.333, 19.988 False
188.490, 129.449, 8.333, 20.021 False
188.213, 129.452, 8.333, 20.054 False
187.935, 129.455, 8.333, 20.087 False
187.657, 129.458, 8.333, 20.120 False
187.379, 129.461, 8.333, 20.153 False
187.102, 129.464, 8.333, 20.186 False
186.824, 129.466, 8.333, 20.219 False
186.546, 129.469, 8.333, 20.252 False
186.268, 129.472, 8.333, 20.285 False
185.991, 129.474, 8.333, 20.318 False
185.713, 129.477, 8.333, 20.351 False
185.435, 129.480, 8.333, 20.384 False
185.157, 129.482, 8.333, 20.417 False
184.879, 129.485, 8.333, 20.450 False
184.602, 129.487, 8.333, 20.483 False
184.324, 129.490, 8.333, 20.516 False
184.046, 129.492, 8.333, 20.549 False
183.768, 129.495, 8.333, 20.582 False
183.491, 129.497, 8.333, 20.615 False
183.213, 129.499, 8.333, 20.648 False
182.935, 129.502, 8.333, 20.681 False
182.657, 129.504, 8.333, 20.714 False
182.379, 129.506, 8.333, 20.747 False
182.102, 129.507, 8.333, 20.780 False
181.824, 129.509, 8.333, 20.813 False
181.546, 129.511, 8.333, 20.846 False
181.268, 129.513, 8.333, 20.879 False
180.991, 129.515, 8.333, 20.912 False
180.713, 129.517, 8.333, 20.945 False
180.435, 129.519, 8.333, 20.978 False
180.157, 129.520, 8.333, 21.011 False
179.880, 129.522, 8.333, 21.044 False
179.602, 129.524, 8.333, 21.077 False
179.324, 129.525, 8.333, 21.110 False
179.046, 129.527, 8.333, 21.143 False
178.768, 129.529, 8.333, 21.176 False
178.491, 129.530, 8.333, 21.209 False
178.213, 129.532, 8.333, 21.242 False
177.935, 129.533, 8.333, 21.275 False
177.657, 129.535, 8.333, 21.308 False
177.380, 129.536, 8.333, 21.341 False
177.102, 129.537, 8.333, 21.374 False
176.824, 129.539, 8.333, 21.407 False
176.546, 129.540, 8.333, 21.440 False
176.268, 129.542, 8.333, 21.473 False
175.991, 129.543, 8.333, 21.506 False
175.713, 129.544, 8.333, 21.539 False
175.435, 129.545, 8.333, 21.572 False
175.157, 129.547, 8.333, 21.605 False
174.880, 129.548, 8.333, 21.638 False
174.602, 129.549, 8.333, 21.671 False
174.324, 129.550, 8.333, 21.704 False
174.046, 129.551, 8.333, 21.737 False
173.769, 129.552, 8.333, 21.770 False
173.491, 129.553, 8.333, 21.803 False
173.213, 129.554, 8.333, 21.836 False
172.935, 129.555, 8.333, 21.869 False
172.657, 129.556, 8.333, 21.902 False
172.380, 129.557, 8.333, 21.935 False
